Lufttemperatur 2m °C,Windgeschw 10m m/s,Relative Feuchte,Globale Strahlung W/m^2,Absolute Feuchte g/kg,Luftdruck hPa
2.3,1.3,0.87,128,4,1029
2.3,0.9,0.88,25,3.9,1029
1.6,0.7,0.89,0,3.8,1029
2,1.2,0.91,0,3.9,1029
1.9,0.4,0.91,0,3.9,1029
1.7,0.3,0.92,0,3.9,1029
1.4,0.8,0.93,0,3.9,1029
1.5,0.6,0.94,0,3.9,1029
1.3,0.7,0.94,0,3.9,1029
1.3,1.3,0.94,0,3.9,1029
1.2,1.2,0.94,0,3.9,1028
1.4,1.3,0.94,0,3.8,1028
1.8,1.1,0.91,0,3.8,1028
1.3,1.7,0.89,0,3.7,1027
1.3,1.4,0.91,0,3.7,1027
1.4,1.5,0.9,0,3.7,1027
1.4,1.5,0.9,0,3.7,1027
1.4,2.1,0.9,10,3.7,1027
2,2.2,0.88,66,3.7,1027
2.3,2,0.87,92,3.8,1027
2.7,2.3,0.86,86,3.9,1027
3,2,0.84,78,3.9,1027
2.8,1.8,0.84,60,3.9,1027
2.7,1.8,0.85,49,3.9,1026
2.6,1.1,0.85,33,3.9,1026
2.5,0.7,0.85,15,3.8,1026
2.2,0.7,0.86,1,3.8,1026
1.9,0.5,0.88,0,3.8,1026
1.8,0.5,0.89,0,3.8,1026
2,0.3,0.89,0,3.8,1026
1.5,0.5,0.9,0,3.8,1025
1.7,0.7,0.91,0,3.8,1025
1.7,0.3,0.9,0,3.8,1025
1.4,0.7,0.91,0,3.8,1025
1.2,0.4,0.93,0,3.8,1025
1.1,0.4,0.94,0,3.8,1025
1.6,0.3,0.92,0,3.8,1025
1.4,0.2,0.92,0,3.8,1024
1.7,0.3,0.92,0,3.9,1024
1.4,0.5,0.92,0,3.8,1024
1.1,0.7,0.94,0,3.9,1024
1.6,0.7,0.95,9,3.9,1024
2.1,0.7,0.93,70,4,1024
3.8,0.9,0.89,159,4.1,1024
5.1,1.2,0.83,167,4.3,1024
5.1,1.4,0.77,217,4.2,1023
5.5,1.5,0.74,215,4.1,1023
4.9,1.8,0.76,127,4.1,1022
4.2,1.7,0.81,45,4.2,1022
4.2,1.2,0.85,18,4.3,1022
3.5,0.8,0.89,0,4.4,1022
3.3,0.5,0.94,0,4.5,1022
3,0.6,0.96,0,4.5,1022
2.8,0.4,0.96,0,4.5,1022
2.6,1.4,0.96,0,4.4,1022
2.4,1.5,0.95,0,4.3,1022
2.3,0.8,0.95,0,4.2,1022
2.1,0.6,0.94,0,4.1,1022
2,0.3,0.93,0,4.1,1022
1.6,0.5,0.92,0,4,1022
1.8,0.9,0.9,0,3.8,1022
1.4,0.8,0.88,0,3.7,1021
1.2,1,0.88,0,3.7,1021
0.8,0.5,0.89,0,3.6,1021
1.1,1.1,0.88,0,3.5,1021
1.1,1.4,0.84,7,3.4,1021
1.2,1.3,0.82,46,3.4,1022
2,1.5,0.8,73,3.4,1022
2.9,1.9,0.75,87,3.4,1022
3.3,2.1,0.72,93,3.4,1021
3.4,2.4,0.71,68,3.4,1021
3.7,2.4,0.7,71,3.4,1021
3.4,1.9,0.7,66,3.4,1020
2.2,1.5,0.71,43,3.3,1020
0.5,1.1,0.74,3,3.1,1020
0,1.1,0.76,0,2.9,1020
-0.4,0.7,0.78,0,2.9,1020
-1.2,0.6,0.79,0,2.8,1020
-2.4,0.2,0.82,0,2.7,1019
-1.3,0.9,0.84,0,2.7,1019
-1.9,0.7,0.84,0,2.8,1019
-2.2,0.7,0.86,0,2.8,1019
-2.5,0.6,0.86,0,2.7,1018
-2.6,0.5,0.86,0,2.7,1018
-3,0.3,0.87,0,2.7,1017
-2.8,0.8,0.87,0,2.7,1017
-3.3,0.5,0.87,0,2.6,1017
-4,0.4,0.91,0,2.6,1016
-3.6,0.8,0.93,0,2.6,1016
-3.7,0.5,0.9,18,2.6,1015
-1.3,1.3,0.89,119,2.8,1016
1.1,1.4,0.88,239,3.3,1016
2.6,1,0.84,334,3.6,1015
3.8,0.8,0.77,374,3.6,1015
3.8,1.1,0.71,364,3.5,1015
3.6,2.4,0.7,296,3.5,1014
2.3,1.3,0.74,194,3.4,1014
1.4,1.7,0.77,80,3.3,1014
-0.1,1.9,0.81,5,3.2,1014
-0.2,2.3,0.86,0,3.2,1015
-0.6,2.6,0.87,0,3.2,1015
0,2.4,0.88,0,3.3,1015
0.5,2.9,0.88,0,3.4,1016
0.4,2.4,0.89,0,3.5,1016
0.7,1.5,0.9,0,3.5,1016
0.4,1.5,0.9,0,3.6,1016
0.6,1.1,0.92,0,3.6,1015
0.6,0.7,0.92,0,3.6,1015
0.5,0.3,0.93,0,3.6,1015
0.5,0.8,0.94,0,3.7,1015
0.6,0.7,0.94,0,3.7,1016
0.5,0.3,0.95,0,3.8,1016
0.8,0.5,0.96,0,3.8,1016
1,0.5,0.95,7,3.9,1016
1.4,0.8,0.95,40,3.9,1016
1.8,0.9,0.95,53,4,1017
1.7,0.6,0.96,43,4.1,1017
1.9,0.6,0.96,59,4.2,1017
1.9,0.2,0.97,55,4.2,1017
1.9,0.5,0.96,40,4.2,1017
2.1,0.4,0.95,33,4.2,1017
2,2.1,0.93,27,4.1,1017
1.6,2.4,0.92,3,3.9,1017
1.1,1.4,0.93,0,3.9,1017
0.6,0.8,0.93,0,3.7,1016
0.5,0.7,0.91,0,3.6,1017
-0.6,0.5,0.92,0,3.4,1016
-1.1,0.7,0.94,0,3.3,1016
-1.1,0.5,0.93,0,3.2,1016
-0.9,1.4,0.9,0,3.1,1015
-0.2,1.3,0.88,0,3.2,1015
0.1,1.1,0.88,0,3.3,1014
0.7,1.7,0.88,0,3.4,1014
1.2,0.7,0.87,0,3.5,1013
1.4,1.5,0.87,0,3.6,1013
2.1,2.1,0.85,0,3.7,1012
2.4,2.7,0.83,0,3.7,1011
2.9,2.1,0.81,7,3.7,1010
3.4,2.8,0.79,56,3.8,1010
4,3.6,0.78,76,3.8,1009
4.4,3.8,0.76,51,3.9,1009
4.6,3.5,0.76,55,4,1008
5.2,3.2,0.75,57,4.1,1008
5.6,3.3,0.76,50,4.2,1007
5.9,4,0.76,40,4.4,1006
5.8,3.7,0.77,13,4.5,1005
5.4,3.6,0.78,1,4.5,1004
5.5,3.9,0.8,0,4.5,1004
5.3,3.7,0.82,0,4.6,1004
5.1,3.4,0.85,0,4.7,1003
5,4,0.88,0,4.8,1003
4.8,3.8,0.88,0,4.8,1003
5.3,3.5,0.87,0,4.8,1002
5.2,2.7,0.87,0,4.8,1002
5.2,2.5,0.88,0,4.9,1002
5.2,2.1,0.88,0,4.9,1001
5.3,2.5,0.88,0,4.9,1001
5,2.5,0.88,0,4.9,1000
4.8,2,0.9,0,4.9,999
4.8,1.6,0.89,0,4.8,999
4.7,1.4,0.89,0,4.8,999
4.6,1.2,0.9,11,4.8,998
4.5,0.6,0.92,73,4.9,999
4.5,0.4,0.92,41,4.9,999
3.6,1.8,0.92,51,4.7,1000
3.3,3.5,0.93,56,4.6,1002
3.5,3,0.91,55,4.5,1003
3.9,2.6,0.88,83,4.4,1005
4.1,1.7,0.86,90,4.4,1007
4.2,1.4,0.85,64,4.4,1008
3.6,1,0.86,5,4.3,1010
3.3,1.3,0.87,0,4.3,1011
2.7,1.8,0.88,0,4.1,1013
2.2,1.9,0.88,0,4,1014
2.3,1.4,0.9,0,4,1015
2.2,1.3,0.89,0,4,1016
1.9,0.3,0.89,0,3.9,1017
1.4,0.5,0.91,0,3.9,1018
1.7,0.9,0.92,0,3.9,1018
2,0.4,0.91,0,3.9,1018
1.3,0.5,0.89,0,3.8,1019
1.9,0.9,0.88,0,3.7,1019
0.6,0.6,0.9,0,3.7,1020
1,0.7,0.94,0,3.7,1020
2.1,1.1,0.91,0,3.8,1020
2.4,1.6,0.87,21,3.9,1020
3.5,1.4,0.84,87,3.9,1020
4.6,0.8,0.8,155,4,1021
6.5,2.5,0.76,255,4.3,1021
7.1,2.9,0.73,321,4.5,1021
9,2.4,0.68,352,4.5,1020
9,1.9,0.62,317,4.4,1020
8.5,1.9,0.61,215,4.2,1019
6.6,1.6,0.63,91,4,1019
5,0.2,0.67,8,3.8,1019
3.6,0.3,0.71,0,3.6,1019
3.9,0.3,0.72,0,3.6,1019
4.7,0.4,0.7,0,3.6,1019
4.4,0.1,0.7,0,3.6,1019
3.4,0.1,0.71,0,3.5,1018
4.1,0,0.7,0,3.4,1018
1.6,0,0.73,0,3.4,1018
3.4,0,0.74,0,3.4,1018
4.1,0,0.68,0,3.4,1018
3.9,1.1,0.66,0,3.3,1018
4.3,1.8,0.64,0,3.2,1017
3.8,1.3,0.63,0,3.2,1017
3.9,0.9,0.63,0,3.1,1017
3.5,0.5,0.63,0,3.1,1017
3.8,1.5,0.65,28,3.2,1017
4.9,1.7,0.63,147,3.3,1017
7.4,1.7,0.6,214,3.5,1017
8.3,1.5,0.57,323,3.8,1017
10.1,2.1,0.52,358,3.7,1017
10.2,2.1,0.49,260,3.8,1017
10.8,1.5,0.5,183,3.9,1017
10.9,1.2,0.51,89,4.1,1016
10.1,0.7,0.56,46,4.4,1016
9.7,2.1,0.58,3,4.4,1016
9,1.7,0.57,0,4.2,1016
8.3,1.3,0.58,0,4.1,1017
8.8,2.4,0.6,0,4.1,1017
8.6,2.3,0.62,0,4.3,1017
8.3,1.7,0.64,0,4.4,1018
8.5,1.5,0.68,0,4.7,1018
6.5,2.2,0.79,0,5.1,1019
6.6,2.2,0.88,0,5.3,1019
6.5,2,0.9,0,5.4,1019
6.2,1.4,0.93,0,5.5,1020
6.2,1.3,0.95,0,5.5,1020
6.3,1.9,0.95,0,5.6,1020
6.2,1.1,0.95,0,5.6,1020
5.9,0.9,0.96,0,5.6,1020
5.9,0.7,0.96,12,5.5,1021
6.1,0.8,0.93,101,5.4,1021
6.1,0.4,0.94,112,5.5,1021
6.8,1.3,0.95,123,5.7,1021
7.9,0.9,0.92,139,5.8,1021
8.2,0.4,0.89,59,5.9,1021
8.7,0.6,0.85,67,5.8,1020
9.1,0.9,0.82,75,5.8,1020
8.7,0.9,0.81,39,5.7,1019
8.2,1.3,0.83,3,5.7,1019
8,1.1,0.85,0,5.7,1019
7.7,0.5,0.86,0,5.7,1018
7.5,0.2,0.87,0,5.6,1018
7.3,0.1,0.88,0,5.6,1018
7.1,0.4,0.87,0,5.5,1019
6.8,1.1,0.87,0,5.5,1019
6.3,2,0.88,0,5.5,990
5.4,2.7,0.9,0,5.4,991
4.4,2.9,0.93,0,5.2,992
3.5,2.5,0.96,0,4.9,993
3.7,1.9,0.92,0,4.8,994
2.7,1,0.94,0,4.4,996
2.8,0.5,0.9,0,4.3,997
2.7,0.2,0.9,0,4.2,999
2.9,0.1,0.89,20,4.2,1000
3.7,0.1,0.88,84,4.3,1001
4.5,0.1,0.86,178,4.4,1003
5.5,0.2,0.8,195,4.4,1004
5.7,0.4,0.72,171,4.1,1005
6.9,0.6,0.64,254,3.8,1005
6.8,0.3,0.59,238,3.7,1006
6.8,0.2,0.58,123,3.5,1007
5.9,0.2,0.59,77,3.5,1008
4.9,0.1,0.64,11,3.6,1009
4.2,0.2,0.67,0,3.6,1009
3.6,0.2,0.72,0,3.6,1011
1.7,0.2,0.78,0,3.6,1012
1,0.1,0.83,0,3.5,1013
0.5,0.1,0.85,0,3.4,1013
-0.4,0.1,0.88,0,3.3,1014
-0.6,0.1,0.88,0,3.2,1015
-0.8,0.1,0.88,0,3.1,1016
-0.9,0.1,0.89,0,3.1,1016
-1.7,0.1,0.9,0,3.1,1017
-2.1,0.1,0.91,0,3,1018
-2.6,0.1,0.91,0,2.9,1018
-1.6,0.1,0.91,0,2.9,1019
-1.9,0.2,0.9,0,3,1020
-1.7,0.4,0.9,34,3,1020
0.1,0.6,0.9,146,3.2,1020
2.2,0.9,0.9,193,3.7,1021
4,1.3,0.86,148,4,1021
6.2,2.1,0.76,283,4.1,1021
7.4,2.2,0.68,322,4.2,1021
8.2,2.1,0.64,286,4.2,1021
8.6,1.8,0.61,202,4.2,1021
7.4,1.5,0.63,103,4.2,1021
6.3,2.2,0.67,14,4.1,1021
4.9,1.2,0.7,0,3.9,1021
5,1.4,0.73,0,3.9,1021
4.5,1.2,0.74,0,3.9,1021
4,0.7,0.75,0,3.8,1021
4.6,0.4,0.75,0,3.8,1022
5.9,0.1,0.72,0,3.9,1022
5.6,1,0.71,0,4,1021
5.9,1.8,0.72,0,4.1,1021
6.7,3.4,0.7,0,4.1,1021
6.9,4.4,0.66,0,4,1021
7.2,4.8,0.64,0,4,1021
6.7,4.2,0.66,0,4.1,1020
5.8,2.6,0.71,0,4.2,1020
5.8,1.9,0.74,0,4.2,1020
7.6,2.7,0.76,12,4.6,1021
7.9,2.3,0.76,80,4.9,1021
11.8,2.5,0.74,135,5.5,1021
11.9,3.2,0.71,191,6.1,1021
11.8,2.3,0.71,186,6.1,1022
12,2.7,0.71,223,6.1,1021
12.3,2.5,0.71,207,6.2,1021
11.9,2.4,0.72,135,6.3,1021
11,3.1,0.75,72,6.2,1020
10.7,2.7,0.75,10,6.1,1021
8.9,2.7,0.78,0,5.8,1021
9.4,2.3,0.8,0,5.8,1021
10,1.9,0.8,0,6,1022
10,2.1,0.79,0,6,1022
9.5,1.6,0.8,0,6,1021
9.5,2.5,0.82,0,6,1021
9.8,1.8,0.84,0,6.2,1021
10,1.8,0.84,0,6.4,1020
9,1.5,0.85,0,6.2,1020
9.8,1.5,0.85,0,6.2,1019
10.4,2.2,0.83,0,6.4,1019
10,1.8,0.83,0,6.4,1018
10.6,2.1,0.82,0,6.3,1017
10.4,2.5,0.8,0,6.3,1016
10.4,1.7,0.79,18,6.2,1015
11.3,1.9,0.76,71,6.2,1016
12.5,1.8,0.73,131,6.3,1015
13.6,2.1,0.7,215,6.6,1014
14.3,3.2,0.67,257,6.7,1013
14.4,2.5,0.64,231,6.5,1012
14.2,3.1,0.62,181,6.3,1011
13.9,2.8,0.63,147,6.3,1010
13.9,2.2,0.65,84,6.5,1010
12.6,1.5,0.69,12,6.6,1010
11.8,1.5,0.74,0,6.6,1010
11,1,0.8,0,6.8,1010
10,0.1,0.87,0,6.9,1010
9.9,0.6,0.91,0,7,1010
9.8,1,0.93,0,7.1,1011
9.3,1.4,0.93,0,6.9,1011
9.1,3.7,0.94,0,6.8,1011
7.8,4.2,0.95,0,6.5,1011
7.1,3.3,0.92,0,5.9,1013
6.5,4,0.91,0,5.6,1014
6.3,4.6,0.9,0,5.3,1015
5.3,3.9,0.89,0,5.1,1015
5.4,3.5,0.89,0,5,1017
5.4,3,0.88,0,4.9,1018
5.3,3.6,0.88,16,4.8,1020
5.8,2.9,0.85,63,4.7,1020
6.3,3,0.81,125,4.7,1021
6.5,3.2,0.79,153,4.7,1022
6.6,3.1,0.79,79,4.7,1022
6.6,3.8,0.78,56,4.7,1022
6.9,3.8,0.74,128,4.5,1022
7.5,3.8,0.71,189,4.4,1022
7.2,2.7,0.71,105,4.5,1022
6.2,1.8,0.73,16,4.4,1022
5.4,1,0.77,0,4.4,1022
3.5,0.2,0.83,0,4.3,1022
3.8,0.8,0.88,0,4.3,1023
4.2,0.4,0.89,0,4.5,1023
2.7,0.7,0.91,0,4.4,1023
2.5,1.1,0.93,0,4.2,1023
2.4,0.7,0.92,0,4.1,1023
2,1,0.91,0,4,1023
0.4,0.9,0.95,0,3.9,1023
1.5,1.1,1,0,4,1022
1.2,1.3,1,0,4.1,1022
0.4,1.1,0.98,0,3.9,1022
2.2,1.2,0.98,0,4.1,1022
1,0.4,1,0,4.2,1023
0.6,0.9,1,38,4,1023
2.2,1.6,0.99,148,4.1,1023
3.3,1.9,0.96,260,4.4,1023
4.8,1.7,0.89,329,4.5,1023
6.1,2.3,0.8,382,4.4,1023
7.1,2.1,0.73,400,4.4,1023
7.6,1.7,0.7,343,4.4,1022
7.9,1.5,0.66,249,4.3,1022
7.3,0.9,0.68,132,4.3,1021
5.1,0.7,0.74,23,4.4,1021
4.4,0.2,0.78,0,4.1,1021
3.7,0.1,0.79,0,4,1021
2.5,0.1,0.84,0,4,1021
2.4,0.2,0.87,0,3.9,1021
1.3,0.2,0.88,0,3.8,1022
1.4,0.1,0.89,0,3.7,1022
0.7,0.2,0.9,0,3.7,1022
0.2,0.2,0.93,0,3.6,1022
1,0.1,0.94,0,3.7,1021
0.1,0.1,0.96,0,3.8,1021
0.2,0.1,0.99,0,3.7,1021
0,0.7,0.95,0,3.6,1020
0.6,0.5,0.94,0,3.6,1020
-0.1,0.5,0.96,0,3.7,1020
0.8,0.5,0.96,48,3.7,1021
3,0.4,0.93,176,4,1021
5.5,0.8,0.85,322,4.3,1021
8.1,0.9,0.74,406,4.5,1021
10,1.4,0.64,454,4.6,1021
11.8,1.2,0.56,443,4.5,1020
12.2,1.3,0.52,382,4.5,1020
12.3,1.5,0.51,279,4.5,1020
12.3,1,0.51,148,4.5,1019
9.7,0.8,0.55,27,4.5,1018
6.7,0.6,0.64,0,4.3,1018
5.6,0.7,0.7,0,4.1,1018
3.8,0.1,0.76,0,4,1019
3.4,0.3,0.81,0,4,1019
3.4,0.1,0.83,0,4,1019
1.9,0.1,0.9,0,4.1,1018
1.6,0.1,0.95,0,4.1,1018
0.8,0.1,0.94,0,3.9,1018
1,0.5,0.93,0,3.8,1017
0.8,0.2,0.92,0,3.7,1017
-0.8,0.1,0.96,0,3.6,1017
-0.5,0.1,0.96,0,3.5,1017
-0.4,0.2,0.94,0,3.4,1017
0.3,0.1,0.93,0,3.5,1016
1.5,0.1,0.91,51,3.7,1016
4.1,0.4,0.87,176,4,1016
9.9,1,0.72,318,4.5,1016
9.2,1.4,0.64,399,4.7,1016
10.4,1.9,0.66,446,4.9,1016
9.3,2.7,0.66,439,5,1016
6,3.7,0.75,340,4.9,1016
4.5,3,0.85,178,4.7,1016
4.3,3.2,0.9,67,4.6,1016
4.3,2.8,0.9,12,4.6,1017
4,1.3,0.93,0,4.7,1018
3.8,1.5,0.95,0,4.7,1018
3.5,1,0.95,0,4.7,1019
3.3,1.2,0.95,0,4.6,1019
3.2,0.9,0.94,0,4.5,1019
3.1,1.9,0.94,0,4.4,1020
3.2,1.7,0.93,0,4.4,1020
3.2,1.8,0.94,0,4.4,1021
3.3,1.3,0.94,0,4.5,1021
3.2,1.3,0.96,0,4.5,1022
3.2,1.2,0.96,0,4.6,1022
3.5,1.4,0.96,0,4.6,1022
3.5,1.7,0.96,0,4.6,1022
3.6,1.8,0.95,0,4.6,1023
3.4,1.7,0.95,25,4.6,1023
3.7,2.4,0.95,38,4.6,1024
4,3.1,0.94,68,4.6,1025
4.1,3.2,0.92,60,4.6,1025
4.3,3.7,0.91,69,4.6,1026
4.4,4,0.9,52,4.6,1026
4.6,3.8,0.88,45,4.5,1026
4.5,3.8,0.86,40,4.5,1026
4.3,2.5,0.87,42,4.5,1026
4.4,2.6,0.86,8,4.4,1026
4.6,2.7,0.84,0,4.3,1027
4.2,2.7,0.82,0,4.2,1027
3.9,3.8,0.81,0,4.1,1028
3.9,2.9,0.79,0,3.9,1028
3.8,2.5,0.77,0,3.8,1028
3.3,2.5,0.76,0,3.7,1028
3,2.1,0.78,0,3.6,1028
2.2,2.2,0.78,0,3.5,1028
1.4,0.9,0.8,0,3.4,1028
1,0.9,0.82,0,3.3,1028
0.3,0.2,0.86,0,3.3,1028
0.4,0.5,0.87,0,3.3,1028
0.3,0.9,0.89,0,3.4,1028
0.4,1.3,0.92,0,3.5,1028
0.2,1.1,0.94,29,3.6,1028
0.8,1.1,0.94,65,3.6,1028
1.1,1.2,0.92,55,3.7,1029
1.3,1.8,0.92,88,3.7,1029
2.2,2.2,0.91,171,3.9,1029
3.2,1.6,0.89,137,4,1028
3.5,1.1,0.88,62,4.2,1028
3.9,0.6,0.87,50,4.2,1028
4,1.2,0.87,46,4.3,1028
4.2,0.4,0.86,19,4.3,1027
4,1,0.86,0,4.3,1027
4.1,0.2,0.86,0,4.3,1027
3.8,0.2,0.88,0,4.4,1028
3.6,0.3,0.89,0,4.4,1028
3.6,0.5,0.9,0,4.4,1028
3.7,0.5,0.9,0,4.4,1028
3.8,1.3,0.9,0,4.4,1028
3.8,1.1,0.9,0,4.4,1028
3.8,1.4,0.89,0,4.4,1028
3.6,1,0.89,0,4.3,1027
3.9,1,0.88,0,4.3,1027
3.9,1.3,0.86,0,4.3,1027
3.6,0.8,0.87,0,4.2,1027
3,1.4,0.88,0,4.2,1026
2.9,1.7,0.89,36,4.1,1026
3.8,2.7,0.86,97,4.1,1026
4.5,3,0.81,127,4.1,1026
4.5,4,0.77,107,4,1026
4.8,4.4,0.75,86,3.9,1026
4.8,4.2,0.74,49,3.9,1025
5,3.4,0.74,70,3.9,1024
5.3,3.4,0.75,142,4.1,1024
5.3,3.8,0.74,82,4.1,1023
4.8,2.5,0.75,12,4.1,1022
4.6,1.6,0.78,0,4.1,1022
4.1,1.6,0.81,0,4.2,1022
4.3,1.4,0.84,0,4.2,1022
3.6,2.2,0.86,0,4.3,1022
3.5,3.2,0.9,0,4.4,1021
3.7,2.7,0.93,0,4.5,1021
4,3.1,0.94,0,4.7,1021
4.2,2.6,0.95,0,4.8,1021
4.6,2.1,0.95,0,4.9,1021
4.5,2.1,0.94,0,4.9,1021
4.1,1.3,0.92,0,4.7,1021
3.6,2.1,0.92,0,4.6,1021
3.7,2.2,0.92,0,4.5,1021
3.3,2,0.92,0,4.5,1022
3.5,1.7,0.93,34,4.5,1022
4.1,1.3,0.92,70,4.5,1022
4.7,2.1,0.9,135,4.6,1022
5.3,2.5,0.87,157,4.7,1022
5.8,2.9,0.83,164,4.6,1022
6.5,2.7,0.78,120,4.6,1021
6.8,2.9,0.74,97,4.5,1021
7.1,1.9,0.72,80,4.4,1021
6.9,2.1,0.71,55,4.4,1020
6.4,1.6,0.72,13,4.4,1020
6,2.1,0.76,0,4.5,1020
5.7,2.1,0.8,0,4.5,1020
5,2.1,0.83,0,4.6,1020
4.8,1.1,0.86,0,4.6,1020
4.2,1.7,0.87,0,4.5,1020
4.1,1.7,0.87,0,4.4,1019
3.1,2,0.89,0,4.3,1019
3.5,1.9,0.89,0,4.3,1019
3.6,3,0.87,0,4.2,1018
3.2,2.8,0.88,0,4.2,1018
3.4,1.8,0.88,0,4.2,1017
3.5,2.5,0.88,0,4.3,1017
3.6,2.1,0.89,0,4.4,1016
3.5,4,0.9,0,4.4,1016
3.8,3.8,0.92,28,4.5,1015
4.1,3.6,0.92,63,4.6,1015
4.8,3.6,0.93,89,4.8,1016
5.3,4.3,0.93,117,5,1016
6.1,3.4,0.91,136,5.2,1015
6.5,3.7,0.9,99,5.3,1015
6.6,2.9,0.89,68,5.4,1014
6.7,3,0.9,43,5.5,1013
7,3.1,0.91,36,5.6,1013
6.9,3.1,0.92,18,5.7,1013
6.7,2.4,0.93,0,5.7,1013
6.8,2.3,0.93,0,5.7,1012
6.7,2.7,0.93,0,5.7,1012
6.7,2.8,0.94,0,5.7,1012
6.8,2.8,0.94,0,5.8,1011
7,3.2,0.93,0,5.8,1010
6.2,2,0.94,0,5.7,1009
5.8,1.4,0.95,0,5.5,1009
4.8,1,0.94,0,5.2,1009
3.9,1,0.95,0,4.9,1009
3.7,1.4,0.95,0,4.7,1008
3.9,1.7,0.95,0,4.8,1008
3.7,1.4,0.94,0,4.7,1007
4.2,2,0.92,0,4.7,1007
4.5,2.2,0.91,38,4.7,1006
5.3,2.5,0.9,104,4.9,1006
5.8,3.2,0.88,127,5,1006
5.9,3.4,0.85,174,4.9,1005
6.3,3.7,0.8,168,4.7,1005
6.3,3.2,0.76,80,4.6,1004
6.4,2.9,0.75,65,4.5,1003
6.5,3.8,0.73,77,4.4,1002
6.4,3,0.71,92,4.3,1002
5.6,3,0.7,44,4.1,1001
5.2,2.5,0.72,0,4.1,1001
4.9,1.9,0.75,0,4.1,1000
4.2,2.1,0.8,0,4.3,1000
4.1,1.5,0.83,0,4.3,999
3.8,2.1,0.84,0,4.3,998
4.6,2.4,0.86,0,4.5,997
4.1,2.9,0.88,0,4.7,996
2.5,1.2,0.92,0,4.5,995
2.2,1.3,0.96,0,4.4,994
2.5,1.8,0.96,0,4.4,993
2.8,1.7,0.95,0,4.5,993
3.1,2.4,0.94,0,4.5,992
1.4,1.3,0.93,0,4.2,992
1.7,2.3,0.93,0,4,992
1.8,2.4,0.92,33,4,993
2.2,2,0.91,165,4.1,993
2.4,2.5,0.88,193,4,993
2.1,1.7,0.87,152,4,994
3.8,2.3,0.82,220,3.9,994
3.8,2.4,0.73,267,3.7,994
3.4,0.9,0.7,210,3.5,994
2.9,1.4,0.73,244,3.6,994
2.9,2.4,0.76,135,3.6,993
1.4,0.2,0.8,46,3.6,994
0.8,0.2,0.86,0,3.6,994
0.5,0.3,0.9,0,3.6,994
0.3,0.2,0.94,0,3.8,994
-0.2,0.2,0.95,0,3.7,994
0.5,0.2,0.94,0,3.7,994
0.4,0.2,0.93,0,3.7,994
0.2,0.2,0.94,0,3.7,994
0.3,0.3,0.95,0,3.7,994
0.1,0.2,0.96,0,3.8,994
-0.1,0.3,0.97,0,3.8,994
0.1,0.2,0.96,0,3.7,994
-0.1,0.4,0.95,0,3.7,995
-0.3,0.3,0.95,0,3.6,995
-0.6,0.2,0.95,0,3.5,995
-0.9,1.2,0.95,14,3.5,996
-1.3,2.5,0.93,62,3.3,997
-1.1,3,0.9,147,3.2,997
-0.7,2.5,0.88,208,3.2,998
-0.8,2.5,0.85,240,3.1,999
0.2,2.4,0.78,391,2.9,999
0.9,2.5,0.68,437,2.7,999
0.7,2.8,0.6,348,2.5,999
0.8,1.6,0.57,205,2.3,999
-0.4,1.9,0.56,51,2.2,1000
-1.7,1,0.59,0,2.1,1000
-2.9,0.8,0.64,0,2.1,1001
-3.4,0.8,0.69,0,2.1,1001
-4.4,1.2,0.75,0,2.2,1001
-3.9,1.1,0.8,0,2.3,1002
-4.3,1.4,0.83,0,2.4,1002
-4.9,1.1,0.88,0,2.4,1002
-5,1.1,0.91,0,2.4,1002
-5.1,1.1,0.91,0,2.4,1002
-5.7,1.3,0.92,0,2.4,1001
-5.6,0.7,0.92,0,2.3,1001
-4.7,0.7,0.88,0,2.3,1001
-4.8,0.7,0.87,0,2.3,1001
-4.5,0.9,0.87,0,2.4,1001
-3.3,1.1,0.84,60,2.4,1001
-1,1.3,0.8,192,2.6,1001
1.8,1.8,0.68,335,2.7,1001
2.1,2.7,0.55,426,2.4,1001
2.8,4.1,0.47,495,2.2,1001
3.3,4.1,0.43,487,2.1,1001
3.8,4.5,0.42,434,2.1,1000
3,4.4,0.43,332,2.1,1000
3.1,4.3,0.46,196,2.2,999
1.8,2.9,0.51,54,2.3,999
1,2.6,0.59,0,2.5,999
0.6,2.7,0.67,0,2.7,1000
0.5,2.6,0.73,0,2.9,999
0.7,2.6,0.79,0,3.2,999
0.8,2.8,0.83,0,3.4,999
0.6,2.8,0.87,0,3.5,999
0.5,3.2,0.91,0,3.6,998
0.5,3.3,0.93,0,3.7,998
0.7,3.1,0.94,0,3.8,998
0.6,3,0.95,0,3.8,998
0.6,3.7,0.94,0,3.8,997
0.5,3.2,0.92,0,3.7,997
0,3.2,0.91,0,3.6,997
-0.4,3.1,0.88,0,3.4,997
0,2.7,0.86,51,3.3,997
0.5,3.1,0.84,141,3.3,997
1.4,3.6,0.82,235,3.4,997
2.8,3.6,0.77,357,3.5,997
2.9,4.1,0.72,394,3.4,997
3.8,4.5,0.66,297,3.2,996
3.8,4.1,0.63,290,3.2,996
3.5,4.8,0.61,212,3.1,995
3.7,2.1,0.58,145,2.9,994
2.5,2.2,0.61,32,2.9,994
1.4,1.8,0.67,0,3,994
0.8,2.2,0.71,0,3,994
0.1,2.1,0.76,0,3,993
-0.5,2.1,0.79,0,3,993
